mode,dataset,condition,n_test,n_anomaly,prevalence,selected_cols,score_seconds,auroc,auprc
epsilon,Hepatitis,epsilon=0.0001,47,13,0.2765957446808511,"[0, 2, 4, 6, 8, 10, 12, 14]",1.6738821249455214,0.8212669683257918,0.6580530271706744
epsilon,Hepatitis,epsilon=0.001,47,13,0.2765957446808511,"[0, 2, 4, 6, 8, 10, 12, 14]",1.6738821249455214,0.8235294117647058,0.667782435927543
epsilon,Hepatitis,epsilon=0.01,47,13,0.2765957446808511,"[0, 2, 4, 6, 8, 10, 12, 14]",1.6738821249455214,0.8099547511312217,0.6541191899887553
epsilon,Hepatitis,epsilon=0.1,47,13,0.2765957446808511,"[0, 2, 4, 6, 8, 10, 12, 14]",1.6738821249455214,0.8257918552036199,0.6888211204000678
epsilon,Hepatitis,epsilon=1,47,13,0.2765957446808511,"[0, 2, 4, 6, 8, 10, 12, 14]",1.6738821249455214,0.834841628959276,0.6557448868317219
