mode,dataset,condition,n_test,n_anomaly,prevalence,selected_cols,score_seconds,auroc,auprc,inserted_anomalies,reserved_anomalies
contamination,thyroid,fraction=0,1910,70,0.03664921465968586,"[0, 1, 2, 3, 4, 5]",12.796411259099841,0.9909937888198758,0.8329889687344726,0,23
contamination,thyroid,fraction=0.01,1910,70,0.03664921465968586,"[0, 1, 2, 3, 4, 5]",12.672415882349014,0.9873447204968944,0.7602263181400722,2,23
contamination,thyroid,fraction=0.05,1910,70,0.03664921465968586,"[0, 1, 2, 3, 4, 5]",12.624185612425208,0.9787034161490683,0.6676643234032421,10,23
contamination,thyroid,fraction=0.1,1910,70,0.03664921465968586,"[0, 1, 2, 3, 4, 5]",12.62631713040173,0.9663121118012422,0.5584805125009575,20,23
