mode,dataset,condition,n_test,n_anomaly,prevalence,selected_cols,score_seconds,auroc,auprc
epsilon,pima,epsilon=0.0001,518,268,0.5173745173745173,"[0, 1, 2, 3, 4, 5, 6, 7]",6.900204190984368,0.7406567164179105,0.7470619136392607
epsilon,pima,epsilon=0.001,518,268,0.5173745173745173,"[0, 1, 2, 3, 4, 5, 6, 7]",6.900204190984368,0.7621044776119402,0.7566717036888095
epsilon,pima,epsilon=0.01,518,268,0.5173745173745173,"[0, 1, 2, 3, 4, 5, 6, 7]",6.900204190984368,0.7938208955223882,0.7722500166492033
epsilon,pima,epsilon=0.1,518,268,0.5173745173745173,"[0, 1, 2, 3, 4, 5, 6, 7]",6.900204190984368,0.7977611940298508,0.7721807604439646
epsilon,pima,epsilon=1,518,268,0.5173745173745173,"[0, 1, 2, 3, 4, 5, 6, 7]",6.900204190984368,0.7825522388059702,0.7554652482516233
