projection_strategy,macro_auroc,macro_auprc,total_score_seconds
evenly_spaced,0.8848945375137934,0.7818535659866378,0.0
random,0.886450161637806,0.8183483002212422,702.7774450823199
variance_ranked,0.8889635837984574,0.7934964813947626,677.0458558362443
