Epsilon,Macro Mean AUROC,Macro Mean AUPRC,Macro Mean F1
0.0001,0.8866541605327523,0.8131554098736972,0.7543238015479099
0.001,0.8870424010413939,0.8128044361790254,0.7597760870525827
0.01,0.8878512469142128,0.8124365874603545,0.7540375411447937
0.1,0.8879793025846209,0.809305666714304,0.7502392603995106
0.5,0.8867502902238573,0.8073517230486356,0.7467005896568514
1.0,0.8858243368012368,0.8047172500686127,0.7414618937289674
